Pelicula_id,Nombre,Director,Guionista,Argumento,Duración,Puntuación_IMDb,Puntuación_Rotten
tt24076146,La versión persa,Maryam Keshavarz,Maryam Keshavarz,"Cuando una gran familia iraní-estadounidense se reúne, se descubre un secreto familiar que catapulta a la distanciada madre y a la hija a una exploración del pasado, y a descubrir que son más parecidas de lo que creen.",107,6.2," 84"
tt10850600,Want To Pick Me Up?,Eric Rich,Eric Rich,"Inspired by true events, Eric tries desperately to find a way back home after he discovers a terrifying secret about Frank's parents.",No encontrado,No encontrado,Null
tt10308626,Thomas Bilodeau's tale,Jeremie Brochu-Dufour,No encontrado,"A young man who previously made a suicide attempt, Thomas, Is being convinced by a friend to go out and steal his dad's car. When the night take a turn for the worst, Thomas his forced to face what he always feared.",11,No encontrado,Null
tt11151860,Pink Elephant,Madison De La Garza,Madeleine Noel Murden,,No encontrado,No encontrado,Null
tt11755026,Dark Strings,Joe Morley,No encontrado,A young woman struggles to escape from her abusive husband after discovering that she is pregnant with his child.,14,No encontrado," 86"
tt16914630,Battle Fantasy X Chow Chow,Ricardo Tenorio,Ricardo Tenorio,A young boy finds his village destroyed when a golden machete falls from the sky to him. Is this destiny calling? He must use this new weapon to challenge the one responsible. Who will win?,No encontrado,No encontrado,Null
tt10097626,The Power of Inclusion,No encontrado,No encontrado,No encontrado,6,No encontrado,Null
tt10418776,The Ouiji Spot,Jacob Byrd,Jordan Jacobo,A sexually deprived teacher and her out going friend look for sex in unconventional ways resulting in a comical disaster.,10,No encontrado," 9"
tt10096096,Causality,Marcello Daciano,Marcello Daciano,,23,No encontrado,Null
tt3112078,Spider-Man: Wieczny Bohater,Lukasz Gadek,No encontrado,,30,6.8," 93"
tt12982146,Tonton Maurice,Xavier Diskeuve,Xavier Diskeuve,"El tío Maurice, alerta del centenario, es ofrecido por sus sobrinos nietos para batir el récord mundial de los 100 metros en la categoría del centenario, para salvar las clases de nieve de la escuela.",22,No encontrado," 82"
tt27951272,Danny Jigar,Krishnadev Yagnik,"Jaswant Parmar, Krishnadev Yagnik","Stylish super cop Danny Jigar takes the challenge of recovering a stolen 600-year-old statue. With his style and humor, He showcases his intelligence while solving the case.",127,5.0,Null
tt2220726,Uberstein - Operation Wunderwaffe,Manuel Vogel,"Manuel Vogel, Alexander Schwankner, Konrad Simon",,17,8.6,Null
tt2379715,The Borderland,Mathieu Weschler,Mathieu Weschler,A captured bounty hunter is promised his freedom if he can break several prisoners out of a North Korean military stronghold.,89,3.1," 83"
tt10675724,La nube,Just Philippot,"Jérôme Genevray, Franck Victor","Para salvar su granja tradicional de la bancarrota, una madre soltera funda una granja de saltamontes comestibles con los que pronto desarrolla una relación obsesiva.",101,5.3,Null
tt11344036,Sin,Izabella Pörös,Izabella Pörös,The journey of the Apple before it got to Eve.,3,No encontrado," 95"
tt1436045,13 asesinos,Takashi Miike,"Kaneo Ikegami, Shoichirou Ikemiya, Daisuke Tengan",Varios asesinos forman un grupo con la misión suicida de asesinar a un hombre malvado.,141,7.5," 95"
tt2126355,San Andrés,Brad Peyton,"Carlton Cuse, Andre Fabrizio, Jeremy Passmore","Tras un gran terremoto en California, un piloto de helicóptero de rescate emprende un peligroso viaje con su exmujer a través del estado para rescatar a su hija.",114,6.1," 49"
tt2581010,La dernière recrue,Luc Murat,Luc Murat,"Kevin est un homme d'affaires à l'apparence tranquille. Mais cet homme dissimule un lourd passé que tout le monde ignore, jusqu'à lui-même. Quand des rêves violents apparaissent, il cherche à comprendre d'où proviennent ces images. Sa quête de vérité va déclencher une chasse à l'homme et l'agent Fischer, détenteur du lourd secret qu'il partage avec Kevin, cherche à sa... Leer todo",97,No encontrado," 100"
tt10290470,Are We Good?,Sebastian Mlynarski,"Jim Colvill, Sebastian Mlynarski",Four disparate characters brought together by a city-wide blackout have the opportunity to help each other. But will they?,14,No encontrado,Null
tt29413058,GAAYAM,Sanjay Niranjan,Sanjay Niranjan,"This movie promises to be a gripping tale of intrigue and suspense that delves deep into the seedy underbelly of the city's underworld.This movie is poised to be a cinematic experience like no other, The story about LUST, LIES AND GREED.",No encontrado,No encontrado,Null
tt12298168,Ladybug PV,No encontrado,No encontrado,"The Ladybug PV is a video that was leaked from Zagtoon's YouTube page. It was an anime-style reel that was created to interest others in the series, and it eventually led to the CGI series, Miraculous: Tales of Ladybug & Cat Noir.",4,8.1,Null
tt14252612,Multiversal Rewind,Shalom Kolontarov,No encontrado,The gunplay and murder-for-hire underworld inhabited between three young men happens again and again as parallel universes decide their fates.,No encontrado,2.7,Null
tt10012542,Afternoon Clouds,Payal Kapadia,Payal Kapadia,"Kaki is a 70 year old widow who lives with her Nepali domestic help, Malti in Mumbai. The film takes place on one afternoon in their house where a flower blossoms in the balcony. Malti meets a boy, a sailor from her hometown unexpectedly. In the meanwhile, men in the passage spray mosquito repellant that gives Kaki bad dreams.",13,6.5,Null
tt11821888,Thalli Pogathey,R. Kannan,No encontrado,"The plot revolves around Karthik (Atharvaa), Pallavi (Anupama Parameswaran) and Arun (Amitash Pradhan). When Karthik declines her proposal to elope, Pallavi marries Arun and emigrates to France. Karthik who still is in love with Pallavi, also lands up in the France a year later in the hope of winning her back.",123,5.6,Null
tt10321126,RiffTrax: The Hunger Games,Conor Lastowka,No encontrado,"Grab your bow and arrow and join Mike Nelson, Kevin Murphy, and Bill Corbett as they laugh their way through 'The Hunger Games' in this witty audio commentary.",No encontrado,4.3," 63"
tt11465786,Karate Man,Claudio Fragasso,"Rossella Drudi, Claudio Fragasso",A martial arts champion with a first degree diabetes mellitus was passionate to fighting. The losing of the title during the Karate World Championships made him collapse to the ground at the end of the match to diabetic coma.,85,4.6," 69"
tt12845192,Just in Time,Darius Midcalf,"Darius Midcalf, Alanya Sidelnik",No encontrado,3,No encontrado,Null
tt10081596,Flat Earth: To the Edge and Back,Logan Paul,Logan Paul,Logan goes around North America to discover and learn about the flat earth community and he decides whether he believes in it too,50,4.1,Null
tt10438336,Xue zhan Tong Luo Wan 2,Bowie Lau,"Lap-Keung Shum, Yuenian Su",,No encontrado,No encontrado,Null
tt10003014,NYET! - a Brexit UK Border Farce,Alex Helfrecht,"Alex Helfrecht, Gabriella Moran, Jörg Tittel","When Boris and Olga arrive at the port of Dover with precious cargo, the border authorities, headed by the formidable Mrs. Pyke (Olivia Williams), uncover truths hidden - quite literally - within our protagonists.",12,8.1," 81"
tt11271800,Mayday,Karen Cinorre,Karen Cinorre,"Ana es llevada a una tierra de ensueño y peligro en una costa escarpada, para unirse a un ejército de chicas, que libran una guerra sin fin. Este mundo es estimulante, pero se da cuenta de que no es la asesina que ellos quieren que sea.",100,4.4," 54"
tt11531710,Tamilarasan,Babu Yogeswaran,Babu Yogeswaran,An honest police officer gets in to a conflict with Rana. Their enmity worsens when Tamilarasan refuses to obey Rana's order in a critical situation.,136,4.3,Null
tt11131988,Well Done Baby,Priyanka Tanwar,Marmabandha Gavhane,Well Done Baby is about how a modern young couple of today fails to find purpose in their relationship till destiny decides to give them one.,100,4.4,Null
tt3112860,Persecuted,Benjamin Bondar,Benjamin Bondar,"During the height of the Soviet Union expansion, fear of nuclear war lead both the KGB and the CIA to deploy spies for reconnaissance, espionage, and assassination. Apart from Cold War tensions, the Soviet Union was already fighting a war of its own, a war against Christianity; as it desperately tried to replace faith in God with faith in mankind. After a long career ... Leer todo",19,8.2," 0"
tt10778264,Welkin,No encontrado,No encontrado,A captain and her A.I. make a desperate attempt to use the last of the medical rescue spaceship's resources to find another life saving energy source.,10,No encontrado,Null
tt10848000,Unwritten,Daniel Mart,Daniel Mart,Damian Stone is under pressure and must write a new comic strip script before the end of the day.,9,4.1,Null
tt11778036,Raquel's Legacy the Revenge,Sandra Del Cid,No encontrado,,No encontrado,No encontrado,Null
tt11287848,The zombies want the Bronx,Leo Curbelo,Leo Curbelo,Zombies have overrun most of New York City's boroughs. The only safe place for citizens is The Bronx. Now a small band of heroes must stop the horde from taking over their neighborhood.,4,No encontrado," 90"
tt13826902,Dream Sequence,Bola Omodara,Bola Omodara,"Some things are so crazy that any normal person wouldn't entertain the thought that they might be true... and yet, the craziest things might just have more reality to them than we know....",No encontrado,No encontrado," 91"
tt12415670,Kingdom 2: To Distant Lands,Shinsuke Sato,"Yasuhisa Hara, Tsutomu Kuroiwa","Un joven que sueña con convertirse en general, y Ying Zheng, cuyo objetivo es la unificación.",134,6.7,Null
tt1527821,Heart String Marionette,M. dot Strange,M. dot Strange,"A tale about a kid, a samurai mime, and a stripper who all try to defeat a warlord and an evil clown who have successfully turned a countryside into a never ending nightmare filled with horrible monsters.",122,5.8,Null
tt11859492,Fleeced,Wesley Alley,Tye Lombardi,"Frank has just come into some good luck, er or is it bad luck? I don't know, but he fights a sheep and some cows and it's awesome.",No encontrado,9.3,Null
tt30777379,Pariah Volume 1: Every Street Dog Has a Name,Tathagata Mukherjee,"Antara Banerjee, Tathagata Mukherjee","Outcast native Indian dogs suffer continuous torture, their lives rendered worthless by the country's legal system.",138,8.5," 100"
tt3399078,30 minutos para morir,Daniel Zirilli,Dean Alexandrou,"Alex, stuck in a repeating loop of time, must navigate his way through the bustling streets of Bangkok with mysterious men on his heels trying to kill him. Parkour, martial arts, shoot outs and car flips all result in his death until the last loop.",85,3.2," 45"
tt10048222,Heavily Soiled,Ryan M. Robson,Ryan M. Robson,No encontrado,No encontrado,No encontrado,Null
tt11706558,Fang,Richard Burgin,Richard Burgin,"Tras vivir con el estrés de la enfermedad crónica de su madre y ser mordido por una rata en su casa, un joven autista empieza a convertirse lentamente en una rata.",98,4.9," 83"
tt12053122,Octopus,Annaiah,"Rajendrakumar Arya, K. Lakshman",A scientist finds a medicine for heart issues at a cheaper cost but he gets chased by the medical mafia and runs away.,137,4.9," 14"
tt2101341,La venganza del hombre muerto,Niels Arden Oplev,J.H. Wyman,"En Nueva York, la mano derecha de un jefe criminal recibe la ayuda de una mujer que quiere algo a cambio.",118,6.4," 41"
tt11894546,"Paris, I Hate You",Nicky Murphy,"Nicky Murphy, Zeïna Thiboult",The bond between two sisters is tested when they are forced to spend a day together braiding hair.,20,No encontrado,Null
tt14785574,US - the people,No encontrado,No encontrado,Us - THE PEOPLE is an international collaborative documentary shot by thousands of people in quarantine/ lockdown all around the world.,No encontrado,No encontrado," 40"
tt30761076,Space Monkey,Gavin Hansen,Gavin Hansen,No encontrado,7,No encontrado,Null
tt15346982,Wakko's Wish ReWished,The Chill Man,"Nick Du, Bois, Kevin Hopps, Charles M. Howell IV",Over 140 animators retell the story of Wakko's Wish each in their own style. The Warners go on a quest to find a fallen wishing star.,No encontrado,5.8," 80"
tt10439042,Reco,Agustinus Dwi Nugroho,"Agustinus Dwi Nugroho, Himawan Pratista",Mr. Bejo found an ancient statue in his yard and shared the story with his wife. He decided to sell the statue after the discussion with his wife. The village people received the news when the wife started to share the secret with her close friends. The whole village started digging to find more statues and earn.,24,No encontrado,Null
tt10043740,National Meditation League,Caspar Brun,"Caspar Brun, Peter Cameron",,No encontrado,No encontrado,Null
tt10617192,Once Upon a Lifetime,David Skato,David Skato,"As a boy copes with his difficult home life and his parents' failing marriage, a mysterious girl suddenly appears. Faith, family, and a special kind of magic come together as his new friend teaches them all about love, forgiveness, and healing.",85,8.5," 100"
